is_left_footed,game_away,is_endgame,is_start,time_norm,distance,angle,is_left_side,has_previous_attempts,wind_speed,precipitation_probability,resultat
1,1,0,0,0.15,28,10,1,0,5.63,0.2,1
1,1,0,0,0.21,34,36,1,1,5.63,0.2,0
1,1,1,0,0.95,35,41,0,1,5.63,0.2,1
1,1,1,0,1.0,44,24,0,1,5.63,0.2,0
0,0,0,0,0.12,36,46,0,0,2.27,0.0,1
0,0,0,0,0.3,15,0,1,1,2.27,0.0,1
0,0,0,0,0.42,13,18,0,1,2.27,0.0,1
0,0,0,0,0.48,16,38,0,1,2.27,0.0,1
0,0,0,0,0.68,14,39,0,1,2.27,0.0,1
0,0,1,0,1.0,10,6,0,1,2.27,0.0,1
0,0,1,0,1.0,29,38,0,1,2.27,0.0,1
0,0,1,0,1.0,32,46,0,0,2.27,0.0,0
0,1,0,0,0.14,32,41,1,0,2.27,0.0,1
0,1,0,0,0.27,37,26,0,1,2.27,0.0,1
0,1,0,0,0.34,32,34,1,1,2.27,0.0,1
0,1,1,0,0.95,8,0,1,1,2.27,0.0,1
0,1,1,0,1.0,42,50,1,1,2.27,0.0,1
0,1,1,0,1.0,17,40,0,1,2.27,0.0,1
1,0,0,0,0.08,41,52,1,0,3.93,0.0,1
1,0,0,0,0.25,27,36,1,1,3.93,0.0,1
1,0,0,0,0.31,27,33,0,1,3.93,0.0,1
1,0,0,0,0.36,21,28,0,1,3.93,0.0,1
1,0,0,0,0.67,14,30,1,1,3.93,0.0,1
1,0,1,0,1.0,30,44,0,1,3.93,0.0,0
0,0,1,0,1.0,17,45,1,0,3.93,0.0,1
0,0,1,0,1.0,9,13,0,1,3.93,0.0,1
0,1,0,0,0.88,44,49,1,0,3.93,0.0,0
0,1,1,0,0.94,17,28,1,1,3.93,0.0,1
0,1,1,0,1.0,36,36,1,1,3.93,0.0,1
0,1,1,0,1.0,12,24,1,1,3.93,0.0,1
0,1,1,0,1.0,14,34,1,1,3.93,0.0,1
0,0,0,0,0.07,41,47,1,0,4.13,0.0,0
0,0,0,0,0.27,16,50,1,1,4.13,0.0,1
0,0,0,0,0.31,42,47,0,1,4.13,0.0,1
0,0,0,0,0.43,26,28,0,1,4.13,0.0,1
0,0,0,0,0.63,40,48,1,1,4.13,0.0,1
0,0,1,0,1.0,41,49,0,1,4.13,0.0,1
1,1,0,0,0.09,37,44,0,0,4.13,0.0,1
1,1,1,0,0.94,43,53,0,1,4.13,0.0,1
1,1,1,0,1.0,32,41,1,1,4.13,0.0,0
1,1,1,0,1.0,24,42,1,1,4.13,0.0,1
1,0,1,0,1.0,7,16,1,0,7.97,0.0,1
1,0,1,0,1.0,32,41,1,1,7.97,0.0,1
0,1,0,0,0.11,43,51,1,0,7.97,0.0,1
0,1,0,0,0.55,12,0,1,1,7.97,0.0,1
0,1,0,0,0.79,36,44,1,1,7.97,0.0,1
0,1,1,0,0.98,16,35,0,1,7.97,0.0,1
0,0,0,0,0.29,12,9,0,0,1.68,0.0,1
0,0,0,0,0.41,39,30,1,1,1.68,0.0,0
0,0,1,0,1.0,40,53,1,0,1.68,0.0,1
0,1,0,0,0.15,33,43,1,0,1.68,0.0,1
0,1,0,0,0.2,51,2,1,1,1.68,0.0,0
0,1,0,0,0.47,30,45,1,1,1.68,0.0,1
0,1,1,0,1.0,42,50,1,1,1.68,0.0,1
0,0,0,0,0.21,35,43,0,0,6.11,0.52,1
0,0,0,0,0.28,8,14,0,1,6.11,0.52,1
0,0,1,0,1.0,7,34,1,0,6.11,0.52,1
0,1,0,0,0.43,42,8,1,1,6.11,0.52,0
0,1,0,0,0.5,31,42,0,0,6.11,0.52,0
0,1,0,0,0.9,41,54,1,1,6.11,0.52,0
0,0,0,0,0.13,31,15,1,0,5.02,0.75,1
0,0,0,0,0.48,34,47,1,1,5.02,0.75,1
0,0,0,0,0.66,25,43,1,1,5.02,0.75,1
0,0,0,0,0.86,40,50,1,1,5.02,0.75,1
0,0,1,0,0.98,12,24,0,1,5.02,0.75,1
0,1,0,1,0.06,31,4,0,0,5.02,0.75,0
0,1,0,0,0.18,26,43,0,1,5.02,0.75,1
0,1,0,0,0.27,30,40,1,1,5.02,0.75,0
0,1,0,0,0.36,14,12,0,1,5.02,0.75,1
0,1,0,0,0.43,33,3,0,1,5.02,0.75,1
0,1,1,0,1.0,13,18,1,1,5.02,0.75,1
0,1,1,0,1.0,19,47,0,1,5.02,0.75,1
0,0,0,0,0.13,14,34,1,0,4.17,0.0,1
0,0,0,0,0.42,49,33,1,1,4.17,0.0,0
0,0,0,0,0.5,43,22,0,1,4.17,0.0,1
0,0,0,0,0.84,15,32,1,1,4.17,0.0,1
1,0,1,0,1.0,14,21,0,0,4.17,0.0,1
1,0,1,0,1.0,24,36,1,1,4.17,0.0,0
0,0,1,0,1.0,49,27,1,1,4.17,0.0,0
0,0,1,0,1.0,34,47,0,1,4.17,0.0,0
1,1,0,0,0.38,43,16,1,0,4.17,0.0,0
1,1,0,0,0.46,10,6,0,1,4.17,0.0,1
1,1,0,0,0.52,38,48,0,1,4.17,0.0,1
0,1,1,0,0.97,55,18,1,0,4.17,0.0,0
0,1,1,0,1.0,9,13,1,1,4.17,0.0,1
0,0,0,0,0.09,9,6,0,0,3.91,0.05,1
0,0,0,0,0.62,45,22,1,1,3.91,0.05,0
0,0,0,0,0.94,41,53,0,1,3.91,0.05,0
0,0,1,0,1.0,11,27,0,0,3.91,0.05,1
0,1,0,0,0.15,27,28,1,0,3.91,0.05,1
0,1,0,0,0.42,39,23,0,1,3.91,0.05,0
0,1,0,0,0.52,9,6,1,1,3.91,0.05,1
0,1,1,0,1.0,42,52,0,1,3.91,0.05,0
0,1,1,0,1.0,41,51,1,0,3.91,0.05,1
0,1,1,0,1.0,26,29,0,1,3.91,0.05,1
0,0,0,0,0.11,29,41,1,0,1.78,0.0,1
0,0,0,0,0.14,41,14,1,1,1.78,0.0,1
0,0,0,0,0.27,18,19,1,1,1.78,0.0,1
0,0,0,0,0.41,35,49,1,1,1.78,0.0,1
0,0,0,0,0.6,40,25,1,1,1.78,0.0,1
0,0,1,0,1.0,26,18,0,1,1.78,0.0,1
0,0,1,0,1.0,47,10,1,1,1.78,0.0,0
0,0,1,0,1.0,42,48,1,0,1.78,0.0,0
0,1,0,1,0.06,45,8,1,0,1.78,0.0,1
0,1,1,0,0.97,31,38,1,1,1.78,0.0,0
0,1,1,0,1.0,34,50,0,1,1.78,0.0,0
0,0,0,0,0.24,24,38,1,0,3.36,0.1,1
0,0,0,0,0.31,23,43,0,1,3.36,0.1,1
0,0,0,0,0.35,12,24,0,1,3.36,0.1,1
0,0,0,0,0.52,36,48,1,1,3.36,0.1,1
0,0,0,0,0.85,38,25,0,1,3.36,0.1,1
0,0,1,0,1.0,38,30,1,1,3.36,0.1,1
0,1,0,0,0.28,37,13,1,0,3.36,0.1,1
0,1,0,0,0.47,14,0,1,1,3.36,0.1,1
0,1,0,0,0.83,35,46,0,1,3.36,0.1,1
0,1,1,0,1.0,23,43,1,1,3.36,0.1,1
0,1,1,0,1.0,32,54,0,1,3.36,0.1,1
0,0,0,0,0.08,35,44,0,0,2.83,0.0,1
0,0,0,0,0.17,26,2,1,1,2.83,0.0,1
0,0,0,0,0.47,10,6,0,1,2.83,0.0,1
0,0,0,0,0.86,10,17,0,1,2.83,0.0,1
0,0,1,0,1.0,42,52,1,1,2.83,0.0,0
0,0,1,0,1.0,29,35,1,1,2.83,0.0,1
0,1,0,0,0.51,24,17,0,0,2.83,0.0,1
0,1,1,0,1.0,33,46,1,0,2.83,0.0,0
0,1,1,0,1.0,10,6,0,0,2.83,0.0,1
0,0,0,0,0.55,31,40,1,0,5.14,0.0,1
0,0,0,0,0.87,33,49,1,0,5.14,0.0,0
0,0,1,0,1.0,13,32,0,1,5.14,0.0,1
0,1,0,0,0.23,33,41,1,0,5.14,0.0,0
0,1,0,0,0.28,13,18,1,1,5.14,0.0,1
0,1,0,0,0.58,9,6,1,1,5.14,0.0,1
1,1,1,0,1.0,14,36,0,0,5.14,0.0,1
1,0,0,0,0.22,38,47,1,0,0.15,0.0,1
1,0,0,0,0.51,33,38,0,1,0.15,0.0,0
1,0,0,0,0.56,22,47,1,1,0.15,0.0,0
1,0,0,0,0.83,37,46,1,1,0.15,0.0,1
0,0,1,0,1.0,32,41,0,0,0.15,0.0,1
0,0,1,0,1.0,41,52,0,1,0.15,0.0,0
0,0,1,0,1.0,41,53,0,1,0.15,0.0,1
1,0,1,0,1.0,41,53,0,1,0.15,0.0,0
0,1,0,0,0.18,9,6,0,0,0.15,0.0,1
0,1,0,0,0.29,23,25,1,1,0.15,0.0,1
0,1,0,0,0.32,35,51,1,1,0.15,0.0,1
0,1,0,0,0.44,25,12,1,1,0.15,0.0,1
0,1,0,0,0.77,30,15,0,1,0.15,0.0,1
0,1,1,0,0.94,14,30,1,0,0.15,0.0,1
0,1,1,0,1.0,33,45,0,1,0.15,0.0,1
0,0,0,0,0.35,26,43,1,0,6.25,0.36,1
0,0,0,0,0.85,39,54,0,1,6.25,0.36,0
0,0,1,0,0.95,41,54,0,1,6.25,0.36,1
0,0,1,0,1.0,35,46,0,1,6.25,0.36,0
0,0,1,0,1.0,41,54,0,0,6.25,0.36,0
1,1,0,1,0.06,41,1,1,0,6.25,0.36,0
1,1,0,0,0.3,31,17,0,1,6.25,0.36,1
1,1,1,0,1.0,31,53,0,1,6.25,0.36,0
0,0,0,0,0.28,10,11,0,0,5.56,0.0,1
0,0,0,0,0.32,24,30,0,1,5.56,0.0,0
0,0,0,0,0.36,41,54,0,1,5.56,0.0,0
0,0,0,0,0.55,40,47,0,1,5.56,0.0,1
0,0,0,0,0.93,15,23,0,1,5.56,0.0,1
0,0,1,0,1.0,12,14,0,1,5.56,0.0,1
0,0,1,0,1.0,44,53,0,1,5.56,0.0,1
0,0,1,0,1.0,14,12,1,1,5.56,0.0,1
0,0,1,0,1.0,9,21,1,1,5.56,0.0,1
0,1,0,1,0.03,36,0,1,0,5.56,0.0,1
1,0,0,0,0.18,34,47,1,0,2.5,0.0,0
1,0,1,0,0.99,25,42,0,1,2.5,0.0,1
1,0,1,0,1.0,37,49,0,1,2.5,0.0,0
1,1,0,0,0.13,40,51,1,0,2.5,0.0,0
1,1,0,0,0.41,6,9,1,1,2.5,0.0,1
1,1,0,0,0.46,26,13,0,1,2.5,0.0,0
1,1,0,0,0.88,32,16,1,1,2.5,0.0,1
1,1,1,0,1.0,27,33,1,1,2.5,0.0,1
0,0,0,0,0.14,33,41,1,0,3.7,0.0,1
0,0,0,0,0.47,32,36,1,1,3.7,0.0,1
0,0,1,0,1.0,16,27,0,1,3.7,0.0,1
0,0,1,0,1.0,14,25,0,1,3.7,0.0,1
0,1,0,0,0.26,50,10,1,0,3.7,0.0,1
0,1,0,0,0.29,42,55,0,1,3.7,0.0,1
0,1,1,0,1.0,48,20,0,1,3.7,0.0,0
0,1,1,0,1.0,37,47,1,0,3.7,0.0,1
0,1,1,0,1.0,36,32,1,1,3.7,0.0,1
0,0,0,0,0.07,16,18,1,0,5.31,0.0,1
0,0,0,0,0.18,13,39,1,1,5.31,0.0,1
0,0,0,0,0.39,17,0,1,1,5.31,0.0,1
0,0,0,0,0.62,28,39,0,1,5.31,0.0,1
0,1,0,0,0.37,15,32,1,0,5.31,0.0,1
0,1,0,0,0.45,35,47,0,1,5.31,0.0,0
0,1,0,0,0.48,35,45,0,1,5.31,0.0,0
0,1,0,0,0.57,21,49,0,1,5.31,0.0,1
0,1,0,0,0.82,37,44,0,1,5.31,0.0,1
0,1,0,0,0.87,15,20,0,1,5.31,0.0,1
0,1,1,0,1.0,40,50,0,1,5.31,0.0,1
0,0,0,0,0.08,13,23,1,0,3.6,0.0,1
0,0,0,0,0.3,24,15,1,1,3.6,0.0,1
0,0,0,0,0.42,33,49,1,1,3.6,0.0,0
0,0,0,0,0.6,13,27,1,0,3.6,0.0,1
0,0,0,0,0.88,41,51,1,1,3.6,0.0,0
0,0,0,0,0.91,22,47,1,0,3.6,0.0,1
0,0,1,0,1.0,42,27,0,1,3.6,0.0,1
0,0,1,0,1.0,33,46,0,1,3.6,0.0,1
0,1,0,0,0.23,32,44,1,0,3.6,0.0,1
0,1,0,0,0.27,37,47,1,1,3.6,0.0,0
0,1,1,0,1.0,39,52,1,1,3.6,0.0,1
0,1,1,0,1.0,41,53,0,1,3.6,0.0,0
0,1,1,0,1.0,16,38,1,1,3.6,0.0,1
0,0,0,0,0.13,12,20,0,0,7.31,0.0,1
0,0,0,0,0.27,29,31,1,1,7.31,0.0,1
0,0,0,0,0.49,26,2,1,1,7.31,0.0,0
0,0,0,0,0.86,34,40,0,1,7.31,0.0,0
0,0,1,0,1.0,38,51,0,0,7.31,0.0,0
0,1,0,0,0.93,12,0,1,0,7.31,0.0,1
0,1,1,0,1.0,42,48,1,1,7.31,0.0,0
0,1,1,0,1.0,35,49,1,1,7.31,0.0,1
1,0,0,0,0.18,35,12,0,0,5.35,0.0,1
0,0,0,0,0.87,35,43,0,0,5.35,0.0,1
0,0,1,0,0.98,16,43,0,1,5.35,0.0,1
0,0,1,0,1.0,33,40,0,1,5.35,0.0,1
0,0,1,0,1.0,33,41,1,1,5.35,0.0,1
0,0,1,0,1.0,41,52,0,1,5.35,0.0,1
0,1,0,1,0.04,42,55,1,0,5.35,0.0,1
0,1,0,0,0.12,45,22,0,1,5.35,0.0,1
0,1,0,0,0.23,43,19,1,1,5.35,0.0,0
0,1,0,0,0.38,40,53,1,1,5.35,0.0,1
0,1,0,0,0.5,21,31,1,1,5.35,0.0,0
0,1,0,0,0.82,32,44,0,1,5.35,0.0,1
0,1,1,0,1.0,9,32,0,1,5.35,0.0,1
1,0,0,0,0.19,28,44,0,0,1.65,0.0,1
1,0,0,0,0.38,9,6,1,1,1.65,0.0,1
1,0,0,0,0.58,41,47,0,1,1.65,0.0,1
1,0,1,0,1.0,37,20,0,1,1.65,0.0,1
1,0,1,0,1.0,32,44,0,1,1.65,0.0,1
1,0,1,0,1.0,21,53,0,1,1.65,0.0,1
0,1,0,0,0.07,10,0,1,0,1.65,0.0,1
0,1,0,0,0.26,11,0,1,1,1.65,0.0,1
0,1,0,0,0.43,33,41,1,0,1.65,0.0,0
0,0,0,0,0.25,29,29,1,0,4.45,0.0,1
0,0,0,0,0.36,13,27,1,1,4.45,0.0,1
0,0,0,0,0.51,35,49,1,1,4.45,0.0,1
0,0,0,0,0.61,42,54,0,1,4.45,0.0,0
0,0,1,0,0.99,35,22,1,1,4.45,0.0,0
0,0,1,0,1.0,46,32,0,1,4.45,0.0,1
0,0,1,0,1.0,30,17,0,1,4.45,0.0,1
0,1,0,0,0.34,27,33,1,0,4.45,0.0,1
0,1,0,0,0.39,55,1,0,0,4.45,0.0,0
0,1,0,0,0.56,25,27,1,1,4.45,0.0,1
0,1,1,0,1.0,33,41,1,0,4.45,0.0,1
0,1,1,0,1.0,40,51,1,1,4.45,0.0,0
0,0,0,0,0.18,10,37,0,0,9.3,0.0,1
0,0,0,0,0.45,22,3,1,1,9.3,0.0,1
0,0,0,0,0.51,14,30,0,1,9.3,0.0,1
0,0,0,0,0.89,34,23,1,1,9.3,0.0,0
0,0,1,0,0.97,26,32,0,1,9.3,0.0,0
0,0,1,0,1.0,42,48,0,1,9.3,0.0,0
0,0,1,0,1.0,21,35,0,0,9.3,0.0,0
0,1,0,0,0.07,25,42,1,0,9.3,0.0,0
0,1,0,0,0.28,11,0,1,1,9.3,0.0,1
0,1,0,0,0.43,36,10,0,1,9.3,0.0,1
0,1,0,0,0.57,16,18,0,1,9.3,0.0,1
0,1,0,0,0.75,14,21,1,1,9.3,0.0,1
0,1,0,0,0.82,16,38,0,1,9.3,0.0,0
0,1,1,0,1.0,25,12,0,1,9.3,0.0,1
0,1,1,0,1.0,14,30,0,1,9.3,0.0,0
0,0,0,0,0.15,32,44,0,0,3.77,0.0,0
0,0,0,0,0.35,41,34,0,1,3.77,0.0,1
0,0,0,0,0.39,10,29,0,1,3.77,0.0,1
0,0,0,0,0.62,27,27,1,1,3.77,0.0,1
0,0,0,0,0.88,46,23,1,1,3.77,0.0,0
0,0,1,0,1.0,34,45,1,1,3.77,0.0,0
0,0,1,0,1.0,36,46,0,0,3.77,0.0,0
0,1,0,0,0.23,30,12,0,0,3.77,0.0,1
0,1,0,0,0.55,45,21,0,1,3.77,0.0,1
0,1,1,0,0.96,28,30,0,1,3.77,0.0,1
0,1,1,0,1.0,29,35,0,1,3.77,0.0,0
0,0,0,0,0.13,45,50,0,0,8.81,0.0,0
0,0,0,0,0.59,8,23,1,1,8.81,0.0,1
0,0,0,0,0.65,26,16,1,1,8.81,0.0,0
0,0,0,0,0.93,35,41,0,1,8.81,0.0,0
0,0,1,0,1.0,22,43,1,0,8.81,0.0,0
0,0,1,0,1.0,23,31,1,1,8.81,0.0,1
0,1,0,0,0.17,35,45,0,0,8.81,0.0,1
0,1,1,0,0.98,35,47,0,1,8.81,0.0,0
0,1,1,0,1.0,29,4,1,1,8.81,0.0,1
0,1,1,0,1.0,44,47,1,1,8.81,0.0,1
0,0,0,0,0.16,31,38,0,0,1.59,0.0,1
0,0,0,0,0.24,10,0,1,1,1.59,0.0,1
0,0,0,0,0.42,23,34,0,1,1.59,0.0,1
0,0,0,0,0.46,28,32,1,1,1.59,0.0,1
0,0,0,0,0.54,35,44,0,1,1.59,0.0,1
0,0,0,0,0.82,36,48,1,1,1.59,0.0,0
0,0,1,0,0.99,37,47,0,1,1.59,0.0,0
0,1,0,0,0.13,36,44,1,0,1.59,0.0,1
0,1,0,0,0.27,47,0,1,1,1.59,0.0,0
0,1,0,0,0.39,35,50,1,1,1.59,0.0,1
0,1,1,0,0.94,36,48,1,1,1.59,0.0,0
1,0,0,0,0.13,19,3,0,0,2.75,0.0,1
1,0,0,0,0.46,33,20,0,1,2.75,0.0,1
0,1,0,0,0.87,38,48,1,0,2.75,0.0,1
0,1,1,0,0.99,7,8,1,1,2.75,0.0,1
0,0,0,0,0.14,18,41,1,0,1.95,0.0,1
0,0,0,0,0.21,17,17,1,1,1.95,0.0,1
0,0,0,0,0.25,34,47,0,1,1.95,0.0,0
0,0,0,0,0.47,41,52,1,1,1.95,0.0,1
0,0,0,0,0.56,12,48,0,1,1.95,0.0,1
0,0,1,0,1.0,31,11,0,1,1.95,0.0,0
0,0,1,0,1.0,23,41,1,0,1.95,0.0,1
0,1,1,0,1.0,14,0,1,0,1.95,0.0,1
0,1,1,0,1.0,13,23,0,1,1.95,0.0,1
0,1,1,0,1.0,5,11,0,1,1.95,0.0,1
0,1,1,0,1.0,29,6,1,1,1.95,0.0,1
0,0,0,0,0.11,58,10,1,0,2.83,0.0,1
0,0,0,0,0.42,34,40,1,1,2.83,0.0,1
0,0,0,0,0.63,29,34,1,1,2.83,0.0,1
0,0,1,0,1.0,40,48,1,1,2.83,0.0,1
0,0,1,0,1.0,33,40,0,1,2.83,0.0,1
0,1,0,0,0.13,10,6,0,0,2.83,0.0,1
0,1,0,0,0.21,43,49,0,1,2.83,0.0,0
0,1,0,0,0.28,39,30,1,1,2.83,0.0,1
0,1,0,0,0.36,41,47,0,1,2.83,0.0,1
0,1,0,0,0.48,48,1,0,1,2.83,0.0,0
0,1,0,0,0.5,45,14,1,1,2.83,0.0,1
0,1,0,0,0.57,16,52,1,1,2.83,0.0,1
0,1,0,0,0.85,43,51,0,1,2.83,0.0,1
0,1,1,0,1.0,25,40,0,1,2.83,0.0,1
0,0,0,0,0.19,39,46,0,0,3.92,0.2,1
0,0,0,0,0.25,37,47,0,1,3.92,0.2,0
0,1,0,0,0.22,34,47,1,0,3.92,0.2,1
0,1,0,0,0.33,28,4,0,1,3.92,0.2,1
0,1,1,0,1.0,33,9,0,1,3.92,0.2,1
0,1,1,0,1.0,53,27,1,0,3.92,0.2,1
0,0,0,0,0.18,8,7,1,0,5.46,0.0,1
0,0,1,0,1.0,36,54,0,1,5.46,0.0,0
0,0,1,0,1.0,30,42,0,1,5.46,0.0,1
0,1,0,0,0.25,37,49,0,0,5.46,0.0,1
0,1,0,0,0.32,35,50,1,1,5.46,0.0,0
0,1,0,0,0.43,34,45,1,1,5.46,0.0,0
0,1,0,0,0.53,40,55,0,0,5.46,0.0,0
0,1,1,0,1.0,39,54,1,1,5.46,0.0,1
1,0,0,0,0.08,39,55,0,0,2.71,0.32,0
1,0,0,0,0.19,27,33,1,1,2.71,0.32,0
1,0,0,0,0.22,28,44,0,1,2.71,0.32,1
1,0,0,0,0.3,27,42,0,1,2.71,0.32,1
1,0,0,0,0.46,22,36,1,1,2.71,0.32,1
1,0,0,0,0.85,29,0,1,1,2.71,0.32,1
1,0,1,0,1.0,13,4,0,1,2.71,0.32,1
1,0,1,0,1.0,30,44,0,1,2.71,0.32,1
0,1,0,0,0.14,34,15,1,0,2.71,0.32,1
0,1,0,0,0.39,38,51,0,1,2.71,0.32,1
0,1,0,0,0.62,48,16,1,1,2.71,0.32,0
0,1,1,0,1.0,31,45,1,1,2.71,0.32,0
1,1,1,0,1.0,42,55,0,0,2.71,0.32,0
0,0,0,0,0.12,40,0,1,0,5.8,1.0,1
0,0,0,0,0.57,36,51,1,1,5.8,1.0,1
0,0,0,0,0.93,18,9,0,1,5.8,1.0,1
0,1,0,0,0.24,14,39,1,0,5.8,1.0,1
0,1,0,0,0.33,45,22,1,1,5.8,1.0,1
0,1,0,0,0.89,19,35,1,1,5.8,1.0,1
0,1,1,0,1.0,37,45,0,0,5.8,1.0,0
0,1,1,0,1.0,42,27,1,1,5.8,1.0,1
0,0,0,0,0.19,16,22,0,0,2.5,0.82,1
0,0,0,0,0.42,34,45,0,1,2.5,0.82,1
0,0,0,0,0.57,30,42,0,1,2.5,0.82,1
0,0,1,0,0.98,37,54,1,1,2.5,0.82,1
0,0,1,0,1.0,40,34,1,1,2.5,0.82,1
0,0,1,0,1.0,10,0,1,1,2.5,0.82,1
1,1,0,0,0.12,14,17,0,0,2.5,0.82,1
1,1,0,0,0.23,36,44,1,1,2.5,0.82,0
1,1,0,0,0.39,14,30,1,1,2.5,0.82,1
1,1,0,0,0.48,38,11,1,1,2.5,0.82,1
1,1,0,0,0.91,50,33,0,1,2.5,0.82,0
1,1,1,0,1.0,29,38,0,0,2.5,0.82,1
1,1,1,0,1.0,40,55,0,1,2.5,0.82,0
1,1,1,0,1.0,40,55,1,1,2.5,0.82,0
1,1,1,0,1.0,45,17,1,1,2.5,0.82,0
0,1,1,0,1.0,40,48,0,0,2.5,0.82,1
0,0,0,0,0.29,39,53,0,0,3.47,0.0,0
0,0,0,0,0.44,8,30,0,1,3.47,0.0,1
0,0,0,0,0.87,40,53,0,1,3.47,0.0,0
0,0,1,0,1.0,32,41,0,1,3.47,0.0,0
0,0,1,0,1.0,8,30,0,0,3.47,0.0,1
0,0,1,0,1.0,39,52,1,1,3.47,0.0,0
0,1,0,0,0.12,11,10,1,0,3.47,0.0,1
0,1,0,0,0.58,10,24,0,1,3.47,0.0,1
0,1,1,0,1.0,28,42,1,1,3.47,0.0,1
0,0,0,0,0.19,39,30,0,0,1.4,0.41,1
0,0,0,0,0.29,32,18,1,1,1.4,0.41,1
0,0,0,0,0.36,37,45,0,1,1.4,0.41,0
0,0,0,0,0.51,42,48,0,1,1.4,0.41,1
0,0,0,0,0.64,32,16,1,1,1.4,0.41,1
0,0,0,0,0.87,36,21,0,1,1.4,0.41,1
0,0,1,0,0.99,40,44,1,1,1.4,0.41,1
0,0,1,0,1.0,14,30,0,1,1.4,0.41,1
0,0,1,0,1.0,38,49,1,1,1.4,0.41,1
0,1,0,0,0.31,48,41,0,0,1.4,0.41,1
0,1,0,0,0.46,26,43,1,1,1.4,0.41,1
0,1,0,0,0.57,14,4,0,1,1.4,0.41,1
0,1,1,0,0.94,33,29,0,1,1.4,0.41,1
0,1,1,0,1.0,30,42,0,0,1.4,0.41,1
1,0,0,0,0.18,43,52,0,0,3.63,0.0,0
1,0,0,0,0.41,38,49,0,1,3.63,0.0,0
1,0,0,0,0.9,8,14,0,1,3.63,0.0,1
0,1,0,1,0.06,47,25,1,0,3.63,0.0,1
0,1,0,0,0.08,58,15,0,1,3.63,0.0,0
0,1,0,0,0.54,32,16,0,1,3.63,0.0,1
0,1,0,0,0.77,23,38,0,1,3.63,0.0,1
0,1,0,0,0.92,28,42,1,1,3.63,0.0,0
0,1,1,0,1.0,31,21,1,1,3.63,0.0,0
0,1,1,0,1.0,43,50,1,0,3.63,0.0,0
0,0,0,1,0.06,34,45,1,0,2.31,1.0,0
0,0,0,0,0.41,30,37,0,1,2.31,1.0,1
0,0,0,0,0.58,16,38,0,1,2.31,1.0,1
0,0,1,0,1.0,36,42,0,1,2.31,1.0,1
0,0,1,0,1.0,24,33,1,1,2.31,1.0,1
0,0,1,0,1.0,41,51,1,1,2.31,1.0,1
0,1,0,0,0.16,33,46,1,0,2.31,1.0,1
0,1,0,0,0.3,24,38,1,0,2.31,1.0,0
0,1,0,0,0.37,32,46,1,1,2.31,1.0,1
0,1,1,0,1.0,11,0,1,1,2.31,1.0,1
0,0,0,0,0.41,42,50,1,0,3.64,0.0,0
0,0,0,0,0.59,35,29,0,1,3.64,0.0,1
0,0,0,0,0.81,29,35,0,1,3.64,0.0,1
0,0,0,0,0.86,40,50,1,1,3.64,0.0,0
0,0,1,0,1.0,30,26,0,1,3.64,0.0,1
1,1,0,0,0.34,31,31,1,0,3.64,0.0,1
1,1,0,0,0.92,41,52,1,1,3.64,0.0,1
1,1,1,0,0.98,32,32,1,1,3.64,0.0,1
1,1,1,0,1.0,15,28,0,1,3.64,0.0,1
1,1,1,0,1.0,45,35,0,1,3.64,0.0,1
1,0,0,0,0.08,34,43,0,0,1.77,0.0,1
1,0,0,0,0.31,41,52,1,1,1.77,0.0,0
1,0,0,0,0.53,42,27,0,1,1.77,0.0,1
0,0,1,0,1.0,31,19,1,0,1.77,0.0,1
0,0,1,0,1.0,45,25,0,1,1.77,0.0,1
0,1,0,1,0.05,29,44,0,0,1.77,0.0,1
0,1,0,0,0.12,42,55,1,1,1.77,0.0,1
0,1,0,0,0.2,25,29,0,1,1.77,0.0,1
0,1,1,0,1.0,36,52,0,1,1.77,0.0,1
1,1,1,0,1.0,38,39,1,0,1.77,0.0,1
0,0,0,0,0.08,41,49,1,0,11.53,0.0,1
0,0,0,0,0.23,10,17,1,1,11.53,0.0,1
0,0,0,0,0.29,6,0,1,1,11.53,0.0,1
0,0,0,0,0.38,34,38,1,1,11.53,0.0,0
0,0,0,0,0.47,44,18,0,1,11.53,0.0,0
0,0,0,0,0.87,44,52,0,1,11.53,0.0,0
0,0,1,0,1.0,39,32,1,1,11.53,0.0,1
0,1,0,0,0.13,25,42,1,0,11.53,0.0,1
0,1,0,0,0.26,25,34,1,1,11.53,0.0,1
0,1,0,0,0.52,35,50,1,1,11.53,0.0,0
0,1,0,0,0.58,34,53,1,1,11.53,0.0,0
0,1,1,0,1.0,35,50,1,1,11.53,0.0,0
0,0,0,0,0.15,26,39,1,0,0.52,0.0,1
0,0,0,0,0.36,16,43,0,1,0.52,0.0,1
0,0,1,0,1.0,27,33,0,0,0.52,0.0,1
0,1,0,0,0.27,9,18,0,1,0.52,0.0,1
0,1,0,0,0.43,27,20,1,1,0.52,0.0,1
0,1,0,0,0.61,16,18,0,1,0.52,0.0,1
0,1,1,0,0.98,17,33,1,1,0.52,0.0,1
0,1,1,0,1.0,41,7,1,1,0.52,0.0,1
0,0,0,0,0.08,30,28,1,0,1.24,0.0,1
0,0,0,0,0.21,9,6,0,1,1.24,0.0,1
0,0,0,0,0.42,9,6,0,1,1.24,0.0,1
0,0,0,0,0.5,33,44,0,1,1.24,0.0,1
0,0,0,0,0.83,33,40,0,1,1.24,0.0,1
